Время;Значение
11:07:50,259;4289,40787061382
11:07:50,361;4334,38243957265
11:07:50,466;4375,44593027849
11:07:50,568;4404,70590704596
11:07:50,679;4420,87991948934
11:07:50,775;4421,34659145952
11:07:50,878;4406,82532211366
11:07:50,982;4378,04003069423
11:07:51,082;4340,48805262471
11:07:51,188;4300,6617578256
11:07:51,289;4266,99487672096
11:07:51,393;4243,48887051885
11:07:51,496;4230,20399591145
11:07:51,598;4221,86140679187
11:07:51,702;4214,92534543368
11:07:51,802;4202,91610031665
11:07:51,908;4186,45910782104
11:07:52,009;4168,76539212525
11:07:52,113;4155,52385017138
11:07:52,217;4150,92606582854
11:07:52,319;4155,49702870509
11:07:52,423;4165,1753157544
11:07:52,524;4171,47858613476
11:07:52,628;4171,87458178
11:07:52,728;4162,905788699
11:07:52,835;4144,94252079155
11:07:52,938;4079,75864265772
11:07:53,039;4052,52842436549
11:07:53,144;4043,31334208468
11:07:53,246;4057,29804267961
11:07:53,350;4086,69887170668
11:07:53,453;4123,38198852067
11:07:53,556;4157,73530358309
11:07:53,658;4185,22340604919
11:07:53,761;4203,39429426497
11:07:53,865;4213,17835645219
11:07:53,967;4217,44074303695
11:07:54,071;4218,77557540689
11:07:54,173;4221,11085754175
11:07:54,277;4223,4565121609
11:07:54,380;4226,6699160672
11:07:54,483;4227,99721328296
11:07:54,585;4225,75261545948
11:07:54,686;4221,35076748031
11:07:54,792;4215,67282560531
11:07:54,895;4211,91042546166
11:07:54,998;4214,93605538787
11:07:55,100;4225,80877894238
11:07:55,204;4246,43930352799
11:07:55,306;4270,46225450074
11:07:55,408;4292,41452089517
11:07:55,513;4307,7575822132
11:07:55,615;4318,6953149787
11:07:55,718;4320,22479269755
11:07:55,821;4311,01074829908
11:07:55,933;4294,53780841445
11:07:56,028;4276,60452701661
11:07:56,131;4256,12969083434
11:07:56,234;4234,41846329382
11:07:56,336;4216,54082809162
11:07:56,440;4202,23878118505
11:07:56,542;4187,02119733991
11:07:56,646;4168,89381473084
11:07:56,749;4140,60983489287
11:07:56,852;4126,65740666965
11:07:56,953;4118,80276763604
11:07:57,058;4120,52152653522
11:07:57,169;4129,70522646534
11:07:57,261;4144,51023651231
11:07:57,367;4163,28029659562
11:07:57,468;4181,58846547007
11:07:57,572;4196,08818091705
11:07:57,675;4206,6881056761
11:07:57,779;4208,12665084115
11:07:57,882;4203,70291828055
11:07:57,983;4200,09427262372
11:07:58,088;4203,72065221763
11:07:58,189;4217,20899615842
11:07:58,293;4243,89464201192
11:07:58,397;4280,11103898655
11:07:58,498;4316,93430103848
11:07:58,602;4347,93357456268
11:07:58,706;4368,87605367934
11:07:58,809;4376,74977494347
11:07:58,912;4371,99120110824
11:07:59,014;4358,2823844759
11:07:59,118;4341,41492539172
11:07:59,221;4326,15569422303
11:07:59,323;4314,71303992679
11:07:59,426;4305,99379488395
11:07:59,530;4295,75812057091
11:07:59,632;4283,4327574732
11:07:59,736;4264,96006854293
11:07:59,838;4240,36761528447
11:07:59,942;4209,53448520876
11:08:00,044;4177,66928571727
11:08:00,147;4150,31331353685
